,Formulas
26011,Mo4 H4 O14
26012,Mo4 H4 O14
26013,Bi8 B12 O30
26014,Gd8 Si4 O20
26015,P8 Se2 O14
26016,Mo8 P14 O48
26017,Al4 Pd4 O12
26018,Al2 Pd2 O6
26019,Li1 Ti3 O4
26020,Li1 Ti3 O4
26021,Li1 Ti3 O4
26022,Cs4 Mo14 O44
26023,Sr8 Cr8 O28
26024,Mn10 Se16 O48
26025,Ti3 Te1 O8
26026,Li2 U2 O5
26027,Ca4 Ir4 O12
26028,Ca2 Ir2 O6
26029,Ca2 Ir2 O6
26030,Ca2 Ir2 O6
26031,Ca1 Ir1 O3
26032,Sm2 P6 O18
26033,Zn2 Fe4 O10
26034,Zn2 Fe4 O10
26035,Na2 Bi2 O4
26036,Cs12 Si4 O14
26037,Na16 W8 O48
26038,Na16 W8 O48
26039,Na16 W8 O48
26040,Na16 W8 O48
26041,Ba2 Mn3 O7
26042,Gd2 Y2 O4
26043,Pu1 Ni1 O3
26044,Ce1 Zr4 O10
26045,Eu4 S2 O12
26046,Cr24 Fe8 O48
26047,Cr24 Fe8 O48
26048,Cr24 Fe8 O48
26049,Cr24 Fe8 O48
26050,Cr24 Fe8 O48
26051,Ti15 Nb1 O32
26052,Pr2 Mo12 O24
26053,Pr2 Mo12 O24
26054,Ag4 Pd4 O12
26055,Cu3 Te2 O10
26056,Cu3 Te2 O10
26057,Li4 Al20 O32
26058,Eu2 Nb4 O13
26059,Ca2 Ni3 O8
26060,Ca4 Ni6 O16
26061,Dy1 Sb1 O3
26062,Sr2 Ta8 O22
26063,Mo6 N4 O22
26064,Mo6 N4 O22
26065,Rb2 Au2 O4
26066,Hg16 Se8 O40
26067,Er8 C4 O28
26068,Rb20 V12 O40
26069,Sr2 Br2 O10
26070,Sr2 Br2 O10
26071,Cd8 B32 O56
26072,Yb6 Mo1 O12
26073,Yb6 Mo1 O12
26074,Eu12 Be4 O20
26075,Pu8 Mo16 O64
26076,Ca4 B24 O40
26077,Rb3 Au1 O1
26078,Na8 As1 O3
26079,V8 Zn2 O18
26080,Mg1 Sn1 O6
26081,Zr4 Co4 O12
26082,Zr4 Co4 O12
26083,Sr8 Nb4 O18
26084,Sr8 Nb4 O18
26085,Sr8 Nb4 O18
26086,Sr16 Nb8 O36
26087,Sr8 Nb4 O18
26088,Fe8 P18 O64
26089,Rb2 Ta4 O12
26090,Mn2 P4 O16
26091,Mn2 P4 O16
26092,Mn2 P4 O16
26093,Ba1 Os1 O3
26094,Mn36 Si16 O72
26095,Cr2 Cl4 O4
26096,Co5 Sb1 O12
26097,Ba2 Ga24 O38
26098,Re2 Bi2 O8
26099,K2 Ni1 O2
26100,Li4 Ni10 O18
26101,K16 V8 O48
26102,Ti3 Fe1 O7
26103,K1 Lu1 O2
26104,Zn6 Cr4 O14
26105,Sc4 H12 O12
26106,Sc4 H12 O12
26107,K1 Tb1 O3
26108,Tb2 Ce2 O8
26109,Tb1 Ce1 O4
26110,Tb2 Ce2 O8
26111,Tb4 Ce4 O16
26112,Tb16 Ce16 O64
26113,Tb4 Ce4 O16
26114,Tb4 Ce4 O16
26115,Er4 Pt4 O14
26116,Al10 Fe6 O24
26117,Al10 Fe6 O24
26118,Al10 Fe6 O24
26119,Cr2 Si8 O20
26120,Cr4 Si16 O40
26121,V2 Cl6 O12
26122,V2 Cl6 O12
26123,V8 Bi4 O8
26124,Te2 H4 O8
26125,Te2 H4 O8
26126,Fe6 C6 O21
26127,Fe8 C8 O28
26128,Fe8 C8 O28
26129,Fe4 C4 O14
26130,Fe4 C4 O14
26131,Ta14 In2 O38
26132,Ta8 Cu8 O32
26133,Na12 Fe4 O16
26134,Na12 Fe4 O16
26135,Na12 Fe4 O16
26136,Na6 Fe2 O8
26137,Na24 Fe8 O32
26138,Na12 Fe4 O16
26139,Mg4 S4 O16
26140,Mg4 S4 O16
26141,Mg2 S2 O8
26142,Sr16 Fe16 O47
26143,K3 Br1 O1
26144,Zr12 W24 O96
26145,Zr4 W8 O32
26146,Al2 V4 O8
26147,Al2 V4 O8
26148,Al4 V8 O16
26149,Al4 V8 O16
26150,Al4 V8 O16
26151,Al2 V4 O8
26152,Al4 V8 O16
26153,Al4 V8 O16
26154,Al4 V8 O16
26155,Al4 V8 O16
26156,Al2 V4 O8
26157,Al2 V4 O8
26158,Al2 V4 O8
26159,Al4 V8 O16
26160,Al4 V8 O16
26161,Al2 V4 O8
26162,V4 C8 O24
26163,V2 C4 O12
26164,V4 C8 O24
26165,V4 C8 O24
26166,V4 C8 O24
26167,V4 C8 O24
26168,V4 C8 O24
26169,Ba2 Cu4 O4
26170,Nd12 Zr12 O37
26171,Y6 Ga2 O12
26172,Rb2 W4 O12
26173,Ni4 O4 F8
26174,Hg2 B8 O14
26175,Hg8 B32 O56
26176,Er4 Sc4 O12
26177,Cs1 Te1 O3
26178,Gd4 W8 O30
26179,Gd8 W16 O60
26180,Gd4 W8 O30
26181,Sr5 U5 O19
26182,Sr5 U5 O19
26183,In4 P4 O24
26184,In8 P8 O48
26185,In8 P8 O48
26186,Mn10 O5 F15
26187,Mn10 O5 F15
26188,Mn10 O5 F15
26189,Mn10 O5 F15
26190,Mn8 O4 F12
26191,Mn8 O4 F12
26192,Mn8 O4 F12
26193,Mn4 O2 F6
26194,Mn8 O4 F12
26195,Mn4 O2 F6
26196,Mn6 O3 F9
26197,Mn10 O5 F15
26198,Mn10 O5 F15
26199,Mn8 O4 F12
26200,Mn10 O5 F15
26201,Mn8 O4 F12
26202,Mn8 O4 F12
26203,Mn8 O4 F12
26204,Mn8 O4 F12
26205,Mn4 O2 F6
26206,Mn8 O4 F12
26207,Mn4 O2 F6
26208,Mn4 O2 F6
26209,V24 O20 F32
26210,Li19 V12 O32
26211,Ba2 Se2 O6
26212,Tc8 O20 F16
26213,Dy8 Se8 O24
26214,Mg3 C1 O4
26215,Dy18 Sb10 O10
26216,Nd8 Os8 O32
26217,K12 W6 O48
26218,Pr6 Ir2 O14
26219,Sn12 P14 O48
26220,Bi3 B6 O14
26221,Y2 Ta2 O8
26222,Y2 Ta2 O8
26223,Dy4 S6 O40
26224,Al6 C1 O7
26225,U4 Mo4 O20
26226,Ti4 V4 O16
26227,Ti4 V4 O16
26228,Ti4 V4 O16
26229,Ti4 V4 O16
26230,Ti4 V4 O16
26231,Ti4 V4 O16
26232,Ti1 V1 O4
26233,Ti4 V4 O16
26234,Ti4 V4 O16
26235,Ti2 V2 O8
26236,Ti4 V4 O16
26237,Yb4 Ti4 O14
26238,V8 O14 F10
26239,V4 O7 F5
26240,V4 O7 F5
26241,V4 O7 F5
26242,V4 O7 F5
26243,V4 O7 F5
26244,V4 O7 F5
26245,V4 O7 F5
26246,V4 O7 F5
26247,V4 O7 F5
26248,V4 O7 F5
26249,V4 O7 F5
26250,V4 O7 F5
26251,V4 O7 F5
26252,V4 O7 F5
26253,V4 O7 F5
26254,V4 O7 F5
26255,V4 O7 F5
26256,V4 O7 F5
26257,Dy4 Re12 O64
26258,Hg4 Br8 O32
26259,Sr4 I4 O4
26260,K2 I6 O18
26261,H16 S16 O56
26262,La20 Mo24 O84
26263,Li10 Fe6 O16
26264,Li10 Fe6 O16
26265,Mg16 Mo12 O48
26266,Nd2 Pd4 O8
26267,Sc2 Br2 O2
26268,Sc2 Br2 O2
26269,Eu8 Ti4 O20
26270,Li15 I3 O18
26271,Rb4 Nb4 O10
26272,Cs1 Sn1 O3
26273,Ca2 Sb8 O18
26274,As3 H5 O10
26275,Mg4 V4 O8
26276,Mg4 V4 O8
26277,Mg4 V4 O8
26278,Mg4 V4 O8
26279,Mg1 V1 O2
26280,Sn4 Cl8 O8
26281,Sn4 Cl8 O8
26282,Sn4 Cl8 O8
26283,Pr4 Te4 O14
26284,Ca8 Bi16 O32
26285,Ca6 Bi12 O24
26286,Ca2 Bi4 O8
26287,Ca8 Bi16 O32
26288,Ca4 Bi8 O16
26289,Ca4 Bi8 O16
26290,Ca4 Bi8 O16
26291,Ca2 Bi4 O8
26292,Ca2 Bi4 O8
26293,Ca6 Bi12 O24
26294,Ca6 Bi12 O24
26295,Ca2 Bi4 O8
26296,Ca2 Bi4 O8
26297,Mg1 Cr4 O8
26298,Mg1 Cr4 O8
26299,Mg1 Cr4 O8
26300,Mg1 Cr4 O8
26301,Mg1 Cr4 O8
26302,Mg1 Cr4 O8
26303,Mg1 Cr4 O8
26304,Mg1 Cr4 O8
26305,Mg1 Cr4 O8
26306,Mg1 Cr4 O8
26307,Mg1 Cr4 O8
26308,Mg1 Cr4 O8
26309,Mg1 Cr4 O8
26310,Rb12 Ge4 O14
26311,Dy16 Te24 O72
26312,Cs1 Rb1 O3
26313,Al2 W5 O16
26314,Mg4 S4 O44
26315,Na9 Mn15 O32
26316,Na9 Mn15 O32
26317,Na9 Mn15 O32
26318,Tb2 Cl6 O12
26319,Pb12 N4 O24
26320,Pb12 N4 O24
26321,Dy16 Al8 O36
26322,Eu2 W2 O5
26323,Li1 Mn7 O12
26324,Li2 Mn14 O24
26325,Li4 Mn28 O48
26326,Li1 Mn7 O12
26327,Na8 Se4 O8
26328,As8 W8 O44
26329,Be4 P8 O24
26330,Be4 P8 O24
26331,Al8 C4 O4
26332,Al2 C1 O1
26333,Sc4 Pt4 O14
26334,Na1 Te1 O3
26335,Ca2 Mo4 O10
26336,Ca2 Mo4 O10
26337,Ca2 Mo4 O10
26338,Mn5 O5 F1
26339,Al8 Ni6 O24
26340,Al8 Ni6 O24
26341,Mg4 B16 O64
26342,Mg4 B16 O64
26343,Mg12 Si8 O36
26344,Mg3 Si2 O9
26345,Mg3 Si2 O9
26346,Mg6 Si4 O18
26347,Mg12 Si8 O36
26348,Mg6 Si4 O18
26349,Mg27 Si18 O81
26350,Mg3 Si2 O9
26351,Mg6 Si4 O18
26352,Mg6 Si4 O18
26353,Ca2 V3 O8
26354,Ca4 V6 O16
26355,Ca4 V6 O16
26356,Sb16 Te16 O72
26357,Sb16 Te16 O72
26358,Sb16 Te16 O72
26359,Sb16 Te16 O72
26360,Mo16 N12 O62
26361,Cu6 Mo12 O42
26362,U2 N4 O22
26363,U4 N8 O44
26364,Sb8 C16 O4
26365,Sb8 C16 O4
26366,Sn4 Cl12 O16
26367,Sn4 Cl12 O16
26368,La4 Pd4 O10
26369,Hf4 Bi4 O16
26370,Mn5 Sb3 O16
26371,Ho2 O2 F2
26372,Ba4 Pr4 O12
26373,Ba2 Pr2 O6
26374,Ba2 Pr2 O6
26375,Ba1 Pr1 O3
26376,Nd2 V2 O8
26377,Ce8 Se16 O64
26378,Ce8 P32 O96
26379,Ni6 B4 O12
26380,La1 W11 O33
26381,U4 P4 O40
26382,Sr6 Co6 O16
26383,K12 B36 O60
26384,K4 B12 O20
26385,Re2 Ag2 O8
26386,Ce2 Sb1 O2
26387,Ce2 Sb1 O2
26388,Bi4 Rh4 O14
26389,Yb4 V4 O12
26390,Li18 V28 O70
26391,Ba2 Si8 O18
26392,Zr1 Si1 O3
26393,K1 V4 O10
26394,K2 V8 O20
26395,K2 V8 O20
26396,Mg24 Te20 O64
26397,Ce2 N16 O36
26398,Mn9 P12 O48
26399,Mn6 P8 O32
26400,Mn6 P8 O32
26401,Mn6 P8 O32
26402,Co29 Ge13 O56
26403,I1 N2 O6
26404,Hg4 Cl4 O24
26405,Hg4 Cl4 O24
26406,Na8 Re4 O12
26407,Ni4 Hg4 O8
26408,Pr2 Cr2 O8
26409,Sr4 Zn4 O8
26410,U2 Si2 O14
26411,Na12 B4 O12
26412,Mg1 Ti23 O40
26413,K8 Mg4 O8
26414,Lu4 Sn4 O14
26415,C8 Cl16 O8
26416,Ti3 P1 O2
26417,Nd12 Mo4 O28
26418,Sr12 Ta4 O22
26419,Na12 B36 O60
26420,Na12 B36 O60
26421,K1 Li1 O3
26422,Na52 In8 O38
26423,Rb8 Sn12 O28
26424,Ti6 H4 O8
26425,Sn4 As8 O36
26426,Sn4 As8 O36
26427,Tm5 Re2 O12
26428,Fe19 Si12 O48
26429,K12 Mo20 O66
26430,Ni1 S2 O12
26431,Ni1 S2 O12
26432,Ni1 S2 O12
26433,Ni1 S2 O12
26434,Ni1 S2 O12
26435,Na1 Cd1 O3
26436,Na3 Mn20 O40
26437,Sm4 Lu4 O12
26438,Yb12 O8 F40
26439,Mg2 C4 O8
26440,K1 Mn16 O32
26441,Na8 Zn4 O8
26442,Tb1 Bi5 O9
26443,Hf1 Zn1 O3
26444,Sr4 Re12 O36
26445,K2 Nb1 O6
26446,Y2 Te1 O2
26447,Mo2 Cl4 O6
26448,Mo8 Cl16 O24
26449,Dy4 Mo4 O20
26450,Li1 Mn1 O1
26451,K8 I16 O48
26452,K4 I8 O24
26453,K8 I16 O48
26454,K6 I12 O36
26455,Na10 W13 O39
26456,Sr3 Ge12 O27
26457,Bi4 W4 O20
26458,Bi8 W8 O40
26459,Sn4 S4 O16
26460,Sn4 S4 O16
26461,Sn4 S4 O16
26462,Sn4 S4 O16
26463,Na8 Si8 O20
26464,Na8 Si8 O20
26465,Na16 Si16 O40
26466,Na8 Si8 O20
26467,Na8 Si8 O20
26468,Na8 Si8 O20
26469,Na8 Si8 O20
26470,La15 Mn15 O48
26471,Cu3 P6 O32
26472,Cu3 P6 O32
26473,Pb8 S2 O16
26474,Te4 O4 F8
26475,Tl4 Tc4 O8
26476,Cr2 Ni2 O8
26477,Li1 Be1 O3
26478,La6 U4 O20
26479,La3 U2 O10
26480,Rb1 Ac1 O3
26481,Ti3 Mn5 O16
26482,Na4 Ru2 O6
26483,Na8 Ru4 O12
26484,La16 Mo8 O44
26485,Tb1 Os1 O3
26486,Dy8 Mo4 O24
26487,Ag4 Pb2 O4
26488,Sr24 Te24 O68
26489,Li6 V6 O16
26490,Mn2 In2 O6
26491,Mn6 In6 O18
26492,Mn6 In6 O18
26493,Na7 W9 O27
26494,Na7 W9 O27
26495,Sn16 W8 O40
26496,Hg4 Se4 O12
26497,Hg4 Se4 O12
26498,Hg4 Se4 O12
26499,Li5 Au1 O4
26500,Li5 Au1 O4
26501,Li10 Au2 O8
26502,Li10 Au2 O8
26503,Tb4 Sc4 O12
26504,Co4 Sn4 O12
26505,Co4 Sn4 O12
26506,Co1 Sn1 O3
26507,Rb6 Dy2 O6
26508,Rb12 Dy4 O12
26509,K12 Mn4 O12
26510,Sr4 Si8 O20
26511,Al2 Cu2 O4
26512,Al1 Cu1 O2
26513,Li12 Fe4 O12
26514,Li12 Fe4 O12
26515,Li12 Fe4 O12
26516,Li12 Fe4 O12
26517,Li12 Fe4 O12
26518,V1 Cr3 O8
26519,Er8 Cu8 O20
26520,Li8 W1 O6
26521,Zn8 N8 O40
26522,Ni8 S12 O48
26523,Ni4 S6 O24
26524,Ni16 S24 O96
26525,Ni4 S6 O24
26526,Hf2 S2 O2
26527,Hf4 S4 O4
26528,Mg4 Zr10 O24
26529,Ni1 S1 O9
26530,Ni1 S1 O9
26531,Ni1 S1 O9
26532,Rb12 Fe4 O12
26533,Rb12 Fe4 O12
26534,Rb12 Fe4 O12
26535,Rb12 Fe4 O12
26536,Rb12 Fe4 O12
26537,Sr3 Sn1 O1
26538,Na14 Cu2 O9
26539,Pb4 C4 O12
26540,Pb4 C4 O12
26541,Sr4 As2 O1
26542,Na1 Nb13 O33
26543,Na1 Nb13 O33
26544,Ca2 S2 O12
26545,Ca2 S2 O12
26546,Ca4 S4 O24
26547,Ca4 S4 O24
26548,Ca2 S2 O12
26549,Ca2 S2 O12
26550,Ba4 Np4 O16
26551,Nb1 Cu6 O8
26552,K4 As4 O8
26553,Ba2 Cr3 O8
26554,V4 Ga4 O12
26555,Ti16 Si8 O68
26556,Mg28 Si10 O48
26557,Ni12 P14 O48
26558,Cu1 Ag1 O2
26559,Cu1 Ag1 O2
26560,Cu1 Ag1 O2
26561,Nd4 P8 O40
26562,Li6 Ge2 O8
26563,Li12 Ge4 O16
26564,Dy6 Ta2 O14
26565,Dy6 Ta2 O14
26566,Dy12 Ta4 O28
26567,Dy6 Ta2 O14
26568,Dy6 Ta2 O14
26569,Yb2 N6 O28
26570,Pr4 Lu4 O12
26571,Pm1 Mg1 O3
26572,Rb1 La1 O2
26573,Nb12 Cl20 O8
26574,Tl6 Te3 O18
26575,Cd2 H4 O4
26576,Cd1 H2 O2
26577,Cd2 H4 O4
26578,Cd2 H4 O4
26579,Cd1 H2 O2
26580,Cd1 H2 O2
26581,La6 Mo48 O84
26582,La8 Mo64 O112
26583,Na28 Ni4 O18
26584,Lu4 O4 F4
26585,Eu6 Ta10 O30
26586,Ca3 S6 O30
26587,Ca3 S6 O30
26588,Hf4 Fe4 O12
26589,Hf4 Fe4 O12
26590,Hg8 P4 O14
26591,Na10 Co2 O8
26592,Na40 Co8 O32
26593,Na40 Co8 O32
26594,Rb6 B6 O12
26595,Li32 Fe8 O28
26596,Nd2 Cu4 O8
26597,Ti12 Mn12 O4
26598,Sr10 Ga12 O28
26599,Sm4 Tm4 O12
26600,Zr5 N5 O2
26601,Zr10 N10 O4
26602,Zr5 N5 O2
26603,Al8 Cd2 O14
26604,Fe10 O11 F9
26605,Fe10 O11 F9
26606,Fe10 O11 F9
26607,Fe10 O11 F9
26608,Fe10 O11 F9
26609,Fe10 O11 F9
26610,Fe10 O11 F9
26611,Fe10 O11 F9
26612,Fe10 O11 F9
26613,Fe10 O11 F9
26614,Fe10 O11 F9
26615,Fe10 O11 F9
26616,Fe10 O11 F9
26617,Fe10 O11 F9
26618,Fe10 O11 F9
26619,Fe10 O11 F9
26620,Fe10 O11 F9
26621,Fe10 O11 F9
26622,Fe10 O11 F9
26623,Fe10 O11 F9
26624,Rb1 Gd1 O3
26625,Bi8 S4 O28
26626,Ce14 Gd18 O55
26627,Cr9 P12 O48
26628,Cr6 P8 O32
26629,Cr6 P8 O32
26630,Ho1 Pa1 O4
26631,Ho2 Pa2 O8
26632,Mg4 B12 O52
26633,Mg4 B12 O52
26634,Cd1 Pt3 O6
26635,Sr4 B24 O56
26636,Gd1 Rh1 O3
26637,Li32 Co6 O24
26638,Rb12 Cl4 O4
26639,Rb12 Cl4 O4
26640,Rb18 Cl6 O6
26641,Rb3 Cl1 O1
26642,Mg4 Mn8 O16
26643,Mg4 Mn8 O16
26644,Mg1 Mn2 O4
26645,Mg1 Mn2 O4
26646,Mg2 Mn4 O8
26647,Mg10 Mn20 O40
26648,Mg8 Mn16 O32
26649,Mg6 Mn12 O24
26650,Mg6 Mn12 O24
26651,Mg6 Mn12 O24
26652,Mg4 Mn8 O16
26653,Mg1 Mn2 O4
26654,Mg1 Mn2 O4
26655,Mg1 Mn2 O4
26656,Mg4 Mn8 O16
26657,Mg2 Mn4 O8
26658,Mg1 Mn2 O4
26659,Mg4 Mn8 O16
26660,Mg2 Mn4 O8
26661,Mg1 Mn2 O4
26662,Mg8 Mn16 O32
26663,Mg4 Mn8 O16
26664,Mg4 Mn8 O16
26665,Mg4 Mn8 O16
26666,Mg4 Mn8 O16
26667,Mg2 Mn4 O8
26668,Mg1 Mn2 O4
26669,Mg4 Mn8 O16
26670,Mg4 Mn8 O16
26671,Mg2 Mn4 O8
26672,Mg2 Mn4 O8
26673,Mg2 Mn4 O8
26674,Mg2 Mn4 O8
26675,Mg1 Mn2 O4
26676,Mg2 Mn4 O8
26677,Mg1 Mn2 O4
26678,Mg1 Mn2 O4
26679,Mg1 Mn2 O4
26680,Mg2 Mn4 O8
26681,Rb1 Ag1 O3
26682,Mg16 Si24 O72
26683,U1 Al1 O3
26684,Bi4 C12 O40
26685,Fe2 S2 O10
26686,Fe2 S2 O10
26687,Fe4 S4 O20
26688,K2 Sb2 O6
26689,K2 Sb2 O6
26690,K2 Sb2 O6
26691,K2 Sb2 O6
26692,K12 Sb12 O36
26693,K4 Sb4 O12
26694,Sr4 Mo20 O32
26695,La14 Mn13 O42
26696,Rb1 Ho1 O2
26697,Zn4 S4 O20
26698,Zn2 S2 O10
26699,Co2 Se4 O16
26700,Sr2 N1 O6
26701,Hg8 Se8 O28
26702,Co4 Ge8 O24
26703,Co2 Ge4 O12
26704,Th4 Se8 O24
26705,Th4 Se8 O24
26706,Ti13 Fe15 O42
26707,Ce2 C2 O2
26708,K8 C4 O18
26709,Sm2 H6 O6
26710,Sm2 H6 O6
26711,Dy6 Er6 O18
26712,Tl1 I1 O3
26713,Tl1 I1 O3
26714,Tl20 Sb4 O20
26715,Ca2 Ti4 O10
26716,Ca2 Ti4 O10
26717,Y6 Sb2 O14
26718,Rb6 Mn6 O12
26719,Er2 Bi2 O6
26720,Er2 Bi2 O6
26721,Na1 Ti2 O4
26722,Na4 Ti8 O16
26723,Na4 Ti8 O16
26724,Na2 Ti4 O8
26725,Ho4 Mn4 O14
26726,Tm8 Se8 O24
26727,Zn6 Sb4 O14
26728,Ba2 Fe30 O46
26729,Na12 S12 O30
26730,Na16 S16 O40
26731,V4 P6 O20
26732,Eu3 Au1 O6
26733,B1 Pd1 O3
26734,Co1 Pd1 O2
26735,Mg8 As8 O64
26736,K1 Y1 O2
26737,Li24 Bi8 O24
26738,Li24 Bi8 O24
26739,Li12 Bi4 O12
26740,Li12 Bi4 O12
26741,K12 Ir12 O36
26742,La4 Re12 O64
26743,Mo8 P8 O36
26744,Tb4 S6 O40
26745,Cu6 Ni1 O6
26746,Fe12 O8 F8
26747,Fe6 O4 F4
26748,Fe12 O8 F8
26749,Fe12 O8 F8
26750,Yb2 Ta2 O8
26751,Yb2 Ta2 O8
26752,Cu1 N6 O4
26753,Sc6 Te3 O18
26754,Ni2 C4 O8
26755,Mg1 Fe11 O18
26756,Cr1 W2 O8
26757,Cr2 W4 O16
26758,La12 Cu6 O25
26759,Tb4 B12 O24
26760,Tb16 B48 O96
26761,Tb2 B6 O12
26762,Ti4 Fe8 O20
26763,Ti4 Fe8 O20
26764,Ti2 Fe4 O10
26765,Ti2 Fe4 O10
26766,Ti2 Fe4 O10
26767,Y6 N8 O49
26768,Si12 Cl32 O8
26769,Fe6 O7 F6
26770,K6 As8 O19
26771,Nb4 Zn8 O18
26772,Rb2 Pu2 O5
26773,H28 N4 O24
26774,H28 N4 O24
26775,H28 N4 O24
26776,H28 N4 O24
26777,H28 N4 O24
26778,H28 N4 O24
26779,H28 N4 O24
26780,H28 N4 O24
26781,H28 N4 O24
26782,H28 N4 O24
26783,H28 N4 O24
26784,H28 N4 O24
26785,Lu4 Ti4 O12
26786,Ca4 Ru4 O12
26787,Ca1 Ru1 O3
26788,Na4 Ni7 O16
26789,Pr2 Sb1 O2
26790,Pr4 Sb2 O4
26791,La16 Au8 O36
26792,Co4 Mo4 O16
26793,Co2 Mo2 O8
26794,Pr2 B6 O12
26795,Sb12 S4 O30
26796,Ba14 Pt14 O42
26797,Ba1 Pt1 O3
26798,Th2 Ge2 O8
26799,Th2 Ge2 O8
26800,Eu3 W1 O6
26801,Ba4 Co4 O12
26802,Ba4 Co4 O12
26803,Ba1 Co1 O3
26804,Na20 Mn4 O18
26805,Sr3 U6 O28
26806,Pr6 Re4 O18
26807,Ba5 Nb4 O15
26808,Li4 Se4 O12
26809,Ti2 Sn8 O20
26810,Ti2 Sn8 O20
26811,Ca4 Fe4 O12
26812,Ca4 Fe4 O12
26813,Ca4 Fe4 O12
26814,Ca1 Fe1 O3
26815,Nd1 Al11 O18
26816,Nd1 Al11 O18
26817,Nd1 Al11 O18
26818,Y8 Ti8 O28
26819,Y8 Ti8 O28
26820,Y16 Ti16 O56
26821,Y4 Ti4 O14
26822,Cd4 Os4 O14
26823,Ce4 I8 O24
26824,Dy6 Y10 O24
26825,Cr2 Fe4 O10
26826,Cr2 Fe4 O10
26827,Ca4 Mn16 O32
26828,Ca1 Mn4 O8
26829,Ca1 Mn4 O8
26830,Ca4 Mn16 O32
26831,Ca2 Mn8 O16
26832,Ca1 Mn4 O8
26833,Fe4 Sb8 O16
26834,Fe4 Sb8 O16
26835,Fe4 Sb8 O16
26836,Fe4 Sb8 O16
26837,Fe4 Sb8 O16
26838,Be2 Si2 O5
26839,La16 Ge4 O32
26840,Er12 Sb12 O42
26841,Cs4 Se4 O16
26842,Cs2 Se2 O8
26843,Mg2 Te4 O14
26844,V8 Si8 O26
26845,Ca2 Cr2 O8
26846,La24 Ti6 O48
26847,Na2 Co16 O32
26848,Bi1 Mo1 O3
26849,Ce2 Pr1 O6
26850,Zr8 P12 O48
26851,Zr4 P6 O24
26852,Sc1 Fe3 O8
26853,Mn10 P12 O44
26854,Y4 Sn4 O14
26855,Ca2 Cu8 O12
26856,Re1 Sb1 O3
26857,Mg2 Mn3 O8
26858,Mg4 Mn6 O16
26859,Mg4 Mn6 O16
26860,Mg2 Mn3 O8
26861,Mg4 Mn6 O16
26862,Na8 N3 O1
26863,Sr16 Fe16 O45
26864,Mo6 N1 O18
26865,P8 Pt4 O28
26866,Np2 I2 O2
26867,Ti11 Fe13 O36
26868,Ti11 Fe13 O36
26869,Ti11 Fe13 O36
26870,Zn24 H4 O24
26871,V4 O2 F8
26872,V2 Zn2 O7
26873,V2 Zn2 O7
26874,V4 Zn4 O14
26875,K2 S2 O8
26876,K2 S2 O8
26877,K16 S16 O64
26878,Mn4 Sb8 O16
26879,Ba2 Ni3 O8
26880,Tb4 Er4 O12
26881,Tb1 Er1 O3
26882,Nd4 S6 O34
26883,Cd10 P8 O40
26884,Ca4 Ce4 O12
26885,Ba4 Th4 O12
26886,Ba1 Th1 O3
26887,Fe1 Cl2 O14
26888,Ba4 Ir6 O18
26889,Ca4 Sn4 O10
26890,Sm4 W4 O20
26891,Y8 V4 O20
26892,Gd4 B8 O18
26893,Gd20 B40 O90
26894,Y4 B20 O36
26895,Mn28 Pb12 O60
26896,Mn56 Pb24 O120
26897,Mn28 Pb12 O60
26898,Mn28 Pb12 O60
26899,Ti16 Fe16 O48
26900,Ti2 Fe2 O6
26901,Ti2 Fe2 O6
26902,Ti4 Fe4 O12
26903,Ti4 Fe4 O12
26904,Ti2 Fe2 O6
26905,Ti2 Fe2 O6
26906,Al4 B6 O15
26907,Mn3 C12 O18
26908,P4 Pd2 O12
26909,Sn4 Mo20 O32
26910,Na1 Tl3 O6
26911,Co2 P4 O8
26912,Co2 P4 O8
26913,Li1 Nd1 O3
26914,Zn2 Bi4 O10
26915,Zn4 Bi8 O20
26916,Zn8 Bi16 O40
26917,Zn2 Bi4 O10
26918,Ca4 Gd8 O16
26919,Ca2 Gd4 O8
26920,Ca2 Gd4 O8
26921,Ag6 N10 O12
26922,Co10 Cu2 O16
26923,Co10 Cu2 O16
26924,Fe14 Si4 O24
26925,Fe14 Si4 O24
26926,U6 Ni3 O18
26927,Yb4 Sb2 O1
26928,Ba8 Ti26 O60
26929,Zn2 Te1 O1
26930,Mg20 Si6 O36
26931,Nd2 Mo12 O24
26932,Sm6 Fe2 O12
26933,Ag8 P8 O24
26934,Ag4 P4 O12
26935,Y4 W4 O20
26936,Co4 Br8 O48
26937,Mo2 H2 O6
26938,Rb2 In4 O7
26939,Gd4 S6 O40
26940,Pu1 Ir1 O3
26941,P6 W4 O24
26942,Ag8 N24 O32
26943,Cr14 Mo1 O24
26944,Na4 Si2 O18
26945,Ho8 Ti8 O28
26946,Ho4 Ti4 O14
26947,K8 Te8 O32
26948,K4 Te4 O16
26949,K8 Te8 O32
26950,K2 Te2 O8
26951,Gd6 Nb2 O14
26952,Gd6 Nb2 O14
26953,Gd6 Nb2 O14
26954,Gd12 Nb4 O28
26955,Gd6 Nb2 O14
26956,Gd6 Nb2 O14
26957,Gd6 Nb2 O14
26958,Na4 Fe12 O20
26959,Eu12 Nb4 O28
26960,Eu6 Nb2 O14
26961,Dy12 Al20 O48
26962,Mn6 W2 O12
26963,Nd20 Mo12 O64
26964,Mo4 P4 O22
26965,Mo2 P2 O11
26966,Mo8 P8 O44
