Angles Q Intensities I_err N
7.414472222 2.2221926358711084 0.0 0.0 50.0
7.422972222 2.224725911360659 0.0 0.0 30.0
7.431472222 2.2272591378870867 0.0 0.0 90.0
7.439972222 2.2297923153946404 0.0 0.0 30.0
7.448472222 2.232325443827569 0.0 0.0 40.0
7.456972222 2.2348585231301192 0.0 0.0 80.0
7.465472222 2.237391553246544 0.0 0.0 20.0
7.473972222 2.2399245341210934 0.0 0.0 30.0
7.482472222 2.242457465698021 0.0 0.0 70.0
7.490972222 2.2449903479215796 0.0 0.0 50.0
7.499472222 2.247523180736025 0.0 0.0 50.0
7.507972222 2.250055964085612 0.0 0.0 60.0
7.516472222 2.252588697914599 0.0 0.0 80.0
7.524972222 2.255121382167242 0.0 0.0 20.0
7.533472222 2.2576540167878023 0.0 0.0 20.0
7.541972222 2.2601866017205383 0.0 0.0 50.0
7.550472222 2.262719136909712 0.0 0.0 20.0
7.558972222 2.265251622299587 0.0 0.0 30.0
7.567472222 2.267784057834425 0.0 0.0 40.0
7.575972222 2.270316443458491 0.0 0.0 30.0
7.584472222 2.2728487791160523 0.0 0.0 80.0
7.592972222 2.2753810647513744 0.0 0.0 50.0
7.601472222 2.277913300308725 0.0 0.0 40.0
7.609972222 2.2804454857323733 0.0 0.0 40.0
7.618472222 2.28297762096659 0.301462634 0.3044038025 51.0
7.626972222 2.2855097059556457 0.0 0.0 40.0
7.635472222 2.288041740643813 0.0 0.0 50.0
7.643972222 2.2905737249753653 0.0 0.0 100.0
7.652472222 2.2931056588945777 0.0 0.0 50.0
7.660972222 2.295637542345724 0.0 0.0 70.0
7.669472222 2.2981693752730834 0.0 0.0 30.0
7.677972222 2.300701157620933 0.0 0.0 20.0
7.686472222 2.3032328893335503 0.0 0.0 40.0
7.694972222 2.305764570355217 0.0 0.0 10.0
7.703472222 2.308296200630214 0.0 0.0 20.0
7.711972222 2.3108277801028234 0.0 0.0 50.0
7.720472222 2.313359308717329 0.0 0.0 20.0
7.728972222 2.315890786418015 0.0 0.0 50.0
7.737472222 2.3184222131491676 0.0 0.0 20.0
7.745972222 2.3209535888550725 0.0 0.0 50.0
7.754472222 2.3234849134800193 0.0 0.0 40.0
7.762972222 2.326016186968296 0.0 0.0 40.0
7.771472222 2.3285474092641927 0.0 0.0 50.0
7.779972222 2.331078580312001 0.0 0.0 80.0
7.788472222 2.3336097000560136 0.0 0.0 10.0
7.796972222 2.336140768440523 0.0 0.0 40.0
7.805472222 2.338671785409826 0.0 0.0 90.0
7.813972222 2.3412027509082165 0.0 0.0 20.0
7.822472222 2.3437336648799922 0.0 0.0 90.0
7.830972222 2.3462645272694513 0.0 0.0 30.0
7.839472222 2.3487953380208926 0.0 0.0 50.0
7.847972222 2.351326097078617 0.0 0.0 50.0
7.856472222 2.353856804386926 0.0 0.0 30.0
7.864972222 2.3563874598901218 0.0 0.0 60.0
7.873472222 2.358918063532508 0.0 0.0 70.0
7.881972222 2.3614486152583907 0.0 0.0 30.0
7.890472222 2.363979115012075 0.0 0.0 50.0
7.898972222 2.366509562737868 0.0 0.0 20.0
7.907472222 2.3690399583800783 0.0 0.0 60.0
7.915972222 2.371570301883016 0.0 0.0 40.0
7.924472222 2.3741005931909913 0.0 0.0 50.0
7.932972222 2.3766308322483156 0.0 0.0 60.0
7.941472222 2.3791610189993033 0.0 0.0 50.0
7.949972222 2.381691153388267 0.0 0.0 20.0
7.958472222 2.384221235359522 0.0 0.0 60.0
7.966972222 2.386751264857385 0.0 0.0 60.0
7.975472222 2.389281241826174 0.0 0.0 30.0
7.983972222 2.391811166210208 0.0 0.0 110.0
7.992472222 2.3943410379538057 0.0 0.0 100.0
8.000972222 2.3968708570012893 0.0 0.0 30.0
8.009472222 2.39940062329698 0.0 0.0 40.0
8.017972222 2.4019303367852016 0.0 0.0 110.0
8.026472222 2.4044599974102794 0.0 0.0 40.0
8.034972222 2.406989605116538 0.0 0.0 40.0
8.043472222 2.409519159848305 0.0 0.0 70.0
8.051972222 2.412048661549907 0.0 0.0 50.0
8.060472222 2.4145781101656745 0.0 0.0 50.0
8.068972222 2.417107505639938 0.0 0.0 10.0
8.077472222 2.419636847917029 0.0 0.0 30.0
8.085972222 2.422166136941279 0.0 0.0 30.0
8.094472222 2.424695372657023 0.0 0.0 50.0
8.102972222 2.4272245550085954 199.4171087 204.1099181 21.0
8.111472222 2.429753683940333 0.0 0.0 40.0
8.119972222 2.432282759396573 0.0 0.0 60.0
8.128472222 2.4348117813216534 0.0 0.0 40.0
8.136972222 2.4373407496599158 0.0 0.0 40.0
8.145472222 2.4398696643556987 0.0 0.0 50.0
8.153972222 2.442398525353345 0.0 0.0 30.0
8.162472222 2.4449273325971994 0.0 0.0 10.0
8.170972222 2.447456086031604 0.0 0.0 40.0
8.179472222 2.449984785600906 0.0 0.0 90.0
8.187972222 2.4525134312494528 0.0 0.0 30.0
8.196472222 2.4550420229215906 0.0 0.0 40.0
8.204972222 2.4575705605616696 0.0 0.0 60.0
8.213472222 2.4600990441140405 0.1110478887 0.1121313084 51.0
8.221972222 2.4626274735230544 0.0 0.0 40.0
8.230472222 2.465155848733064 0.0 0.0 60.0
8.238972222 2.467684169688424 0.0 0.0 0.0
8.247472222 2.4702124363334894 0.0 0.0 60.0
8.255972222 2.472740648612616 0.0 0.0 70.0
8.264472222 2.4752688064701616 0.0 0.0 30.0
8.272972222 2.477796909850485 0.0 0.0 60.0
8.281472222 2.480324958697946 0.0 0.0 30.0
8.289972222 2.4828529529569057 0.0 0.0 40.0
8.298472222 2.4853808925717265 0.0 0.0 50.0
8.306972222 2.4879087774867736 0.0 0.0 40.0
8.315472222 2.4904366076464095 0.0 0.0 40.0
8.323972222 2.4929643829950003 0.0 0.0 60.0
8.332472222 2.4954921034769146 0.0 0.0 70.0
8.340972222 2.4980197690365205 0.0 0.0 30.0
8.349472222 2.5005473796181863 0.0 0.0 60.0
8.357972222 2.5030749351662847 0.0 0.0 50.0
8.366472222 2.505602435625186 0.0 0.0 60.0
8.374972222 2.5081298809392636 0.0 0.0 30.0
8.383472222 2.510657271052893 0.0 0.0 90.0
8.391972222 2.51318460591045 0.0 0.0 60.0
8.400472222 2.5157118854563096 0.0 0.0 20.0
8.408972222 2.518239109634852 0.0 0.0 50.0
8.417472222 2.520766278390456 0.0 0.0 50.0
8.425972222 2.5232933916675013 0.0 0.0 40.0
8.434472222 2.52582044941037 0.0 0.0 50.0
8.442972222 2.5283474515634445 0.0 0.0 50.0
8.451472222 2.5308743980711106 0.0 0.0 60.0
8.459972222 2.5334012888777524 0.0 0.0 20.0
8.468472222 2.5359281239277576 0.0 0.0 40.0
8.476972222 2.5384549031655124 0.0 0.0 80.0
8.485472222 2.540981626535408 0.0 0.0 40.0
8.493972222 2.543508293981833 0.0 0.0 50.0
8.502472222 2.5460349054491798 0.0 0.0 50.0
8.510972222 2.5485614608818414 0.0 0.0 90.0
8.519472222 2.5510879602242102 0.0 0.0 50.0
8.527972222 2.5536144034206845 0.0 0.0 60.0
8.536472222 2.5561407904156583 0.0 0.0 30.0
8.544972222 2.55866712115353 0.0 0.0 30.0
8.553472222 2.561193395578698 0.0 0.0 20.0
8.561972222 2.563719613635564 0.0 0.0 20.0
8.570472222 2.5662457752685284 0.0 0.0 70.0
8.578972222 2.568771880421995 0.0 0.0 40.0
8.587472222 2.571297929040366 0.0 0.0 80.0
8.595972222 2.573823921068047 0.0 0.0 30.0
8.604472222 2.576349856449445 0.0 0.0 80.0
8.612972222 2.578875735128968 0.0 0.0 60.0
8.621472222 2.5814015570510245 0.0 0.0 50.0
8.629972222 2.583927322160024 0.0 0.0 60.0
8.638472222 2.5864530304003797 0.0 0.0 50.0
8.646972222 2.588978681716502 0.0 0.0 70.0
8.655472222 2.591504276052807 0.0 0.0 40.0
8.663972222 2.5940298133537083 0.0 0.0 30.0
8.672472222 2.5965552935636227 0.0 0.0 40.0
8.680972222 2.599080716626968 0.0 0.0 50.0
8.689472222 2.6016060824881637 0.0 0.0 40.0
8.697972222 2.60413139109163 0.0 0.0 60.0
8.706472222 2.606656642381788 0.0 0.0 70.0
8.714972222 2.6091818363030588 0.0 0.0 50.0
8.723472222 2.6117069727998685 0.0 0.0 80.0
8.731972222 2.6142320518166424 0.0 0.0 40.0
8.740472222 2.6167570732978063 0.0 0.0 50.0
8.748972222 2.619282037187788 0.0 0.0 50.0
8.757472222 2.6218069434310167 0.0 0.0 40.0
8.765972222 2.624331791971923 0.0 0.0 60.0
8.774472222 2.6268565827549377 0.0 0.0 50.0
8.782972222 2.629381315724495 0.0 0.0 80.0
8.791472222 2.631905990825027 0.0 0.0 60.0
8.799972222 2.6344306080009714 0.0 0.0 50.0
8.808472222 2.6369551671967635 0.0 0.0 60.0
8.816972222 2.639479668356842 0.0 0.0 60.0
8.825472222 2.642004111425645 0.0 0.0 20.0
8.833972222 2.644528496347614 0.0 0.0 30.0
8.842472222 2.647052823067191 0.0 0.0 40.0
8.850972222 2.6495770915288177 0.0 0.0 70.0
8.859472222 2.6521013016769404 0.0 0.0 70.0
8.867972222 2.6546254534560028 0.0 0.0 50.0
8.876472222 2.6571495468104533 0.0 0.0 30.0
8.884972222 2.6596735816847397 0.0 0.0 30.0
8.893472222 2.662197558023311 0.0 0.0 40.0
8.901972222 2.6647214757706186 0.0 0.0 40.0
8.910472222 2.6672453348711143 0.0 0.0 40.0
8.918972222 2.669769135269252 0.0 0.0 60.0
8.927472222 2.6722928769094856 0.0 0.0 0.0
8.935972222 2.6748165597362714 0.0 0.0 60.0
8.944472222 2.6773401836940662 0.0 0.0 50.0
8.952972222 2.6798637487273296 0.0 0.0 30.0
8.961472222 2.68238725478052 0.0 0.0 40.0
8.969972222 2.6849107017981004 0.0 0.0 70.0
8.978472222 2.687434089724532 0.0 0.0 40.0
8.986972222 2.689957418504278 0.0 0.0 30.0
8.995472222 2.6924806880818046 0.0 0.0 30.0
9.003972222 2.695003898401578 0.0 0.0 50.0
9.012472222 2.697527049408065 0.0 0.0 80.0
9.020972222 2.700050141045735 0.0 0.0 10.0
9.029472222 2.7025731732590597 0.0 0.0 30.0
9.037972222 2.7050961459925085 0.0 0.0 30.0
9.046472222 2.7076190591905553 0.0 0.0 40.0
9.054972222 2.710141912797674 0.0 0.0 60.0
9.063472222 2.7126647067583405 0.0 0.0 100.0
9.071972222 2.7151874410170307 0.0 0.0 30.0
9.080472222 2.717710115518224 0.0 0.0 50.0
9.088972222 2.7202327302064 0.0 0.0 30.0
9.097472222 2.722755285026037 0.0 0.0 60.0
9.105972222 2.72527777992162 0.0 0.0 50.0
9.114472222 2.7278002148376306 0.0 0.0 30.0
9.122972222 2.7303225897185546 0.0 0.0 50.0
9.131472222 2.7328449045088767 0.0 0.0 50.0
9.139972222 2.7353671591530864 0.0 0.0 50.0
9.148472222 2.73788935359567 0.0 0.0 50.0
9.156972222 2.7404114877811194 0.0 0.0 40.0
9.165472222 2.742933561653925 0.0 0.0 40.0
9.173972222 2.7454555751585783 0.0 0.0 70.0
9.182472222 2.7479775282395758 0.0 0.0 50.0
9.190972222 2.7504994208414115 0.0 0.0 90.0
9.199472222 2.753021252908582 0.0 0.0 20.0
9.207972222 2.755543024385586 0.0 0.0 50.0
9.216472222 2.758064735216921 0.0 0.0 50.0
9.224972222 2.7605863853470898 0.0 0.0 50.0
9.233472222 2.7631079747205933 0.0 0.0 30.0
9.241972222 2.7656295032819354 0.0 0.0 20.0
9.250472222 2.7681509709756202 0.0 0.0 80.0
9.258972222 2.770672377746154 0.0 0.0 70.0
9.267472222 2.7731937235380437 0.0 0.0 20.0
9.275972222 2.775715008295798 0.0 0.0 40.0
9.284472222 2.778236231963928 0.0 0.0 60.0
9.292972222 2.7807573944869435 0.0 0.0 40.0
9.301472222 2.783278495809359 0.0 0.0 50.0
9.309972222 2.7857995358756877 0.0 0.0 20.0
9.318472222 2.7883205146304446 0.0 0.0 20.0
9.326972222 2.7908414320181465 0.0 0.0 40.0
9.335472222 2.793362287983312 0.0 0.0 50.0
9.343972222 2.79588308247046 0.0 0.0 40.0
9.352472222 2.7984038154241127 0.0 0.0 40.0
9.360972222 2.800924486788791 0.0 0.0 40.0
9.369472222 2.8034450965090185 0.0 0.0 20.0
9.377972222 2.80596564452932 0.0 0.0 30.0
9.386472222 2.808486130794222 0.0 0.0 110.0
9.394972222 2.811006555248253 0.0 0.0 40.0
9.403472222 2.81352691783594 0.0 0.0 20.0
9.411972222 2.816047218501815 0.0 0.0 30.0
9.420472222 2.81856745719041 0.0 0.0 30.0
9.428972222 2.8210876338462563 0.0 0.0 30.0
9.437472222 2.823607748413889 0.0 0.0 50.0
